EGID,GBAUJ,GKODN,GKODE,TMPIDX,TSN,HBLD,CBLD,HHTR,THKM8,THK15,PRT,GEBF,GAREA,HPTYP,ISHP,ISRSD,ISRTF,QRTnew
1715866,1900.0,47.421974016473435,9.553622822146696,295,127,0.24624,12.0,0.15408,65.0,25,6.4784705478433695,144.0,72.0,1,0,1,0,7.928927999999999
1715867,1900.0,47.42186878660025,9.553707185021556,295,127,0.31806,15.5,0.19902,65.0,25,7.458375061083043,186.0,93.0,1,1,1,0,10.241532
1715868,1900.0,47.42173834149442,9.55389304935512,295,127,0.0476,11.666666666666664,0.077,37.5,20,4.436544486440587,140.0,70.0,1,0,1,1,1.53272
1715869,1900.0,47.421668964325285,9.553884114423717,295,127,0.19152,3.111111111111111,0.11984000000000003,65.0,25,6.475323483330913,112.0,56.0,1,0,1,0,6.166944
1715871,1981.0,47.42163037929699,9.554325685164544,295,127,0.3374399999999999,41.111111111111114,0.26936,55.0,25,11.109257327695717,296.0,148.0,1,1,1,0,10.865567999999996
1715872,1963.0,47.421545190110855,9.554675161745024,295,127,0.4753799999999999,38.611111111111114,0.29746,65.0,25,9.202225077054058,278.0,139.0,1,0,1,0,15.307235999999996
1715873,1900.0,47.42151854426318,9.554948085675932,295,127,0.4770899999999999,38.75,0.29853,65.0,25,9.026920261840674,279.0,93.0,0,0,1,0,15.362297999999996
1715874,1960.0,47.42137431813647,9.553991757710742,295,127,0.28386,13.833333333333332,0.17762,65.0,25,6.989631547759867,166.0,83.0,1,0,1,0,9.140291999999999
1715875,1900.0,47.42126447458957,9.554316801520832,295,127,0.97812,47.66666666666666,0.6120399999999999,65.0,25,24.909453853570145,572.0,286.0,1,0,1,0,31.495464
1715876,1900.0,47.421227818645924,9.554627877477996,295,127,0.5643,27.5,0.3530999999999999,65.0,25,14.617122475976839,330.0,165.0,0,1,1,0,18.17046
1715877,1988.0,47.420971326703736,9.554490003527686,295,127,0.50958,37.25,0.40677,55.0,25,18.92960642174686,447.0,149.0,1,0,1,0,16.408476
1715879,1900.0,47.42176184381072,9.552429724104153,295,127,0.2428199999999999,11.833333333333332,0.15194000000000002,65.0,25,5.984426877640157,142.0,71.0,0,0,1,0,7.8188039999999965
1715880,1900.0,47.421672194478795,9.552446420594652,295,127,0.21717,3.5277777777777786,0.13589,65.0,25,6.774742169541423,127.0,127.0,1,0,1,0,6.992873999999999
1715881,1900.0,47.421525275843756,9.55253793226204,295,127,1.0944,53.33333333333333,0.6848,65.0,25,28.46645503429605,640.0,160.0,1,0,1,0,35.23968
1715884,1985.0,47.42117944112113,9.552305431188243,295,127,0.43776,53.33333333333334,0.34944000000000003,55.0,25,14.186447078808381,384.0,192.0,0,0,1,0,14.095871999999998
1715886,1900.0,47.42127683709812,9.553189190574743,295,127,0.4719600000000001,38.333333333333336,0.2953199999999999,65.0,25,8.313096288257269,276.0,92.0,1,0,1,0,15.197112000000002
1715887,1900.0,47.421265088481036,9.553522905552112,295,127,0.99009,80.41666666666667,0.61953,65.0,25,22.23939451050629,579.0,193.0,1,0,1,0,31.880898
1715888,1862.0,47.421786085048744,9.552905662108165,295,127,0.34884,28.333333333333336,0.21828000000000006,65.0,25,6.737967341543771,204.0,102.0,0,0,1,0,11.232647999999998
1715889,1900.0,47.421186761658745,9.551607518367726,295,127,0.55404,45.0,0.34668000000000004,65.0,25,10.488056841098496,324.0,108.0,0,0,1,0,17.840087999999998
1715891,1620.0,47.422236153839464,9.553053553708814,295,127,0.8652599999999999,14.055555555555555,0.54142,65.0,25,34.39520394162425,506.0,253.0,0,0,1,0,27.861371999999996
1715892,1984.0,47.422242802978495,9.550981915038387,295,127,0.73644,89.72222222222223,0.58786,55.0,25,24.38594232396625,646.0,323.0,1,0,1,0,23.713368
1715894,1900.0,47.422453791373215,9.550731361095922,295,127,0.6497999999999999,52.77777777777778,0.4066,65.0,25,14.43247043769382,380.0,95.0,1,0,1,0,20.923559999999995
1715895,1890.0,47.42235100995823,9.55066712118404,295,127,0.60534,29.5,0.37878,65.0,25,17.24448226694231,354.0,118.0,1,0,1,0,19.491947999999997
1715896,1900.0,47.42224626765346,9.550542297840888,295,127,0.4240799999999999,34.44444444444444,0.26536,65.0,25,8.510063709692231,248.0,124.0,1,0,1,0,13.655375999999995
1715897,1900.0,47.42218625589967,9.550387180601527,295,127,0.2154599999999999,17.5,0.13482,65.0,25,4.169972076394348,126.0,63.0,1,1,1,0,6.937811999999996
1715898,1870.0,47.422184046852074,9.550203295329684,295,127,0.42066,20.5,0.26322,65.0,25,11.287535632410115,246.0,123.0,0,0,1,0,13.545252
1715900,1900.0,47.42215324025128,9.549885173600002,295,127,0.21888,10.666666666666666,0.13696,65.0,25,5.441272695511671,128.0,64.0,1,1,1,0,7.047935999999999
1715903,1962.0,47.422181973254226,9.551764777306564,295,127,1.62108,131.66666666666669,1.01436,65.0,25,35.59261759854143,948.0,316.0,0,1,1,0,52.198776
1715904,1900.0,47.42227221555309,9.551437632364456,295,127,0.7233299999999999,11.75,0.45261,65.0,25,21.287048301111838,423.0,141.0,0,0,1,0,23.291225999999995
1715905,1900.0,47.42231044696676,9.551197881797496,295,127,0.8276399999999999,40.33333333333333,0.51788,65.0,25,20.547413935184228,484.0,121.0,1,0,1,0,26.650007999999996
1715906,1900.0,47.42237838166936,9.551052441822412,295,127,0.49932,40.55555555555557,0.31244,65.0,25,10.922827757023391,292.0,73.0,1,0,1,0,16.078104
1715907,1975.0,47.42268375260507,9.55316874993166,295,127,1.03113,83.75,0.6452100000000001,65.0,25,18.655042347684766,603.0,201.0,1,0,1,0,33.202386000000004
1715908,1975.0,47.422926545469295,9.553100468846631,295,127,1.10295,89.58333333333334,0.69015,65.0,25,25.666567378920732,645.0,215.0,1,0,1,0,35.514990000000004
1715909,1972.0,47.42328883695997,9.55333924456397,295,127,1.0567799999999998,85.83333333333334,0.6612600000000001,65.0,25,21.231463306359586,618.0,206.0,0,0,1,0,34.02831599999999
1715910,1986.0,47.422403957175376,9.552464757141104,295,127,3.363,409.72222222222223,2.6845,55.0,25,102.33489558842993,2950.0,590.0,1,0,1,0,108.28859999999999
1715911,1952.0,47.42195175461333,9.552917413267133,295,127,1.11834,90.83333333333334,0.6997800000000001,65.0,25,22.35767963801984,654.0,327.0,1,1,1,0,36.01054799999999
1715912,1895.0,47.422479668177864,9.550480765136095,295,127,3.20112,260.0,2.00304,65.0,25,73.13863482532548,1872.0,624.0,1,0,1,0,103.07606399999999
1715913,1900.0,47.42260685027478,9.550169850415447,295,127,1.2654,102.7777777777778,0.7918,65.0,25,28.951696317551647,740.0,185.0,0,0,1,0,40.74588
1715914,1899.0,47.42264754691939,9.549943744284187,295,127,0.5643,27.5,0.3530999999999999,65.0,25,15.589415881282964,330.0,110.0,0,0,1,0,18.17046
1715915,1905.0,47.42269908825568,9.549764243180148,295,127,0.36423,17.75,0.22791,65.0,25,9.334372682840206,213.0,71.0,0,0,1,0,11.728205999999998
1715916,1911.0,47.422729324699105,9.549558575286694,295,127,0.3077999999999999,15.0,0.1926,65.0,25,8.01898646694413,180.0,90.0,0,1,1,0,9.911159999999997
1715917,1864.0,47.42288307645899,9.548664657885473,295,127,0.53352,43.33333333333334,0.3338399999999999,65.0,25,12.187355179705525,312.0,104.0,1,1,1,0,17.179343999999997
1715918,1900.0,47.422875958129204,9.548372024598839,295,127,0.3693599999999999,30.0,0.23112,65.0,25,6.881424708704678,216.0,108.0,1,0,1,0,11.893391999999997
1715919,1872.0,47.42258807319384,9.547762630660053,295,127,0.96444,47.0,0.60348,65.0,25,26.08889781224762,564.0,188.0,0,0,1,0,31.054968
1715920,1972.0,47.42244125299739,9.54747036353914,295,127,1.7493299999999998,85.25,1.09461,65.0,25,48.856106824724435,1023.0,341.0,1,1,1,0,56.328425999999986
1715921,1932.0,47.42230708436711,9.546964468930252,295,127,0.45486,22.166666666666664,0.28462,65.0,25,12.793901867330652,266.0,133.0,1,0,1,0,14.646491999999999
1715923,1904.0,47.426576376837176,9.548542207112886,295,127,0.4104,33.333333333333336,0.2568,65.0,25,8.83284531459625,240.0,80.0,0,0,1,0,13.214879999999997
1715924,1900.0,47.42646014935932,9.548563877194491,295,127,0.3967199999999999,32.22222222222222,0.24824,65.0,25,7.383754022020332,232.0,116.0,0,0,1,0,12.774383999999996
1715926,1900.0,47.42582871038542,9.548117144376652,295,127,0.2291399999999999,18.61111111111111,0.14338,65.0,25,5.109287997468742,134.0,67.0,1,1,1,0,7.378307999999996
1715927,1844.0,47.425754900036885,9.5480405305193,295,127,0.2120399999999999,10.333333333333332,0.13268,65.0,25,5.790132714651767,124.0,62.0,1,0,1,0,6.827687999999996
1715928,1900.0,47.426017730473525,9.548700450319423,295,127,0.38988,31.66666666666667,0.24396,65.0,25,7.551930023918043,228.0,114.0,0,1,1,0,12.554136
1715929,1900.0,47.42575425892619,9.548789758238724,295,127,0.22572,18.333333333333336,0.14124,65.0,25,4.478371718984962,132.0,66.0,1,0,1,0,7.268184
1715930,1900.0,47.42568550445055,9.54882505632812,295,127,0.24111,19.583333333333336,0.15087,65.0,25,5.454673265521027,141.0,47.0,1,0,1,0,7.763742
1715931,1953.0,47.425528699668405,9.548757494367463,295,127,0.7233299999999999,11.75,0.45261,65.0,25,26.412115985945288,423.0,141.0,1,0,1,0,23.291225999999995
1715932,1961.0,47.42471707377882,9.54819086703828,295,127,0.3419999999999999,27.777777777777786,0.214,65.0,25,6.994577464681751,200.0,100.0,1,1,1,0,11.012399999999996
1715933,1900.0,47.42484751338388,9.5482995146446,295,127,0.1983599999999999,9.666666666666666,0.12412,65.0,25,5.1447750743136025,116.0,58.0,1,0,1,0,6.387191999999996
1715934,1900.0,47.42533720613135,9.548596520743382,295,127,0.27531,22.36111111111111,0.17227,65.0,25,6.131927459413588,161.0,161.0,1,0,1,0,8.864982
1715935,1900.0,47.42540549197248,9.548885494236568,295,127,0.35397,17.25,0.22149,65.0,25,8.761456102090818,207.0,69.0,1,0,1,0,11.397834
1715936,1900.0,47.42524203072261,9.548915406076274,295,127,0.3248999999999999,26.38888888888889,0.2033,65.0,25,6.3891265614212855,190.0,95.0,0,0,1,0,10.461779999999996
1715937,1876.0,47.42513341204294,9.548955460294847,295,127,0.27702,13.5,0.17334000000000002,65.0,25,7.346156633087312,162.0,81.0,1,0,1,0,8.920043999999999
1715938,1910.0,47.42501033343225,9.54892561551451,295,127,0.58995,47.91666666666667,0.36915,65.0,25,10.743773710856335,345.0,115.0,1,0,1,0,18.996389999999998
1715939,1858.0,47.424891311042096,9.549019030877949,295,127,0.23598,11.5,0.1476599999999999,65.0,25,5.632906649788362,138.0,69.0,1,1,1,0,7.5985559999999985
1715940,1957.0,47.424729993526185,9.549068516013264,295,127,0.32832,16.0,0.20544,65.0,25,9.490897313567032,192.0,96.0,1,0,1,0,10.571903999999998
1715941,1905.0,47.42452836350058,9.549104443808236,295,127,0.94392,46.0,0.5906399999999999,65.0,25,25.902508130366716,552.0,184.0,1,0,1,0,30.394223999999994
1715942,1861.0,47.424317059482725,9.549086771264854,295,127,0.4446,36.111111111111114,0.2782,65.0,25,8.992619112495804,260.0,130.0,0,1,1,0,14.31612
1715943,1900.0,47.42411871407725,9.549241882772462,295,127,0.72504,35.33333333333333,0.4536799999999999,65.0,25,19.234904768846008,424.0,106.0,0,0,1,0,23.346287999999998
1715944,1962.0,47.423808600150394,9.549273030180514,295,127,0.60021,29.25,0.37557,65.0,25,14.656425752941015,351.0,117.0,1,0,1,0,19.326762000000002
1715945,1900.0,47.42370387802162,9.549301212515537,295,127,0.3077999999999999,15.0,0.1926,65.0,25,8.387570372706646,180.0,90.0,1,0,1,0,9.911159999999997
1715946,1855.0,47.42355619316296,9.549332861406427,295,127,0.3522599999999999,5.722222222222222,0.22042,65.0,25,12.649890952947375,206.0,103.0,1,0,1,0,11.342771999999997
1715947,1950.0,47.42343637920248,9.549397672031082,295,127,0.25992,12.666666666666664,0.16264,65.0,25,6.283086768698052,152.0,76.0,1,0,1,0,8.369423999999999
1715948,1900.0,47.42320476931775,9.549489283158684,295,127,0.1881,3.055555555555556,0.1177,65.0,25,7.245271313125019,110.0,55.0,1,0,1,0,6.056819999999999
1715950,1865.0,47.423030885287,9.549002641757683,295,127,0.14586000000000002,59.58333333333334,0.23595000000000002,37.5,20,15.217768827528381,429.0,143.0,1,0,1,1,4.696692
1715951,1886.0,47.423057608872824,9.548833078653567,295,127,0.2223,10.833333333333332,0.1391,65.0,25,5.326532853217409,130.0,65.0,1,1,1,0,7.15806
1715952,1900.0,47.42307480538951,9.548693497145155,295,127,0.03876,15.833333333333336,0.0627,37.5,20,4.299048714980515,114.0,57.0,1,0,1,1,1.2480719999999998
1715953,1876.0,47.423086581810026,9.548476741467171,295,127,0.5950799999999999,29.0,0.3723599999999999,65.0,25,15.48270904582297,348.0,174.0,1,0,1,0,19.161575999999997
1715954,1900.0,47.423045704878795,9.548231423710348,295,127,0.1983599999999999,9.666666666666666,0.12412,65.0,25,4.690626482142203,116.0,58.0,0,0,1,0,6.387191999999996
1715955,1900.0,47.422883337481395,9.547767172101546,295,127,0.5779799999999999,28.166666666666664,0.36166,65.0,25,13.63361576880352,338.0,169.0,1,0,1,0,18.610955999999995
1715956,1918.0,47.4227464883619,9.547579805816307,295,127,0.2428199999999999,11.833333333333332,0.15194000000000002,65.0,25,6.476298692541653,142.0,71.0,0,1,1,0,7.8188039999999965
1715957,1849.0,47.42266909907938,9.547330007899161,295,127,0.38304,31.11111111111111,0.23968000000000006,65.0,25,7.817346338004277,224.0,112.0,1,0,1,0,12.333888
1715958,1991.0,47.42256262443426,9.54681371438515,295,127,0.14592,10.666666666666666,0.11648,55.0,25,5.2520210617617895,128.0,64.0,0,0,1,0,4.698623999999999
